61621,30608,37293,9606,2715852,9515,9595,379532,9601,9555,1868482,9541,39432,9598,34880,34884,9669,29073,9643,9627,9713,286419,9708,32536,9646,9678
A0A2K6MI12,A0A8C5XQB4,A0A2K5EFJ3,P62306,A0A2K5RPF7,A0A6J3IGS3,G3R9G4,A0A2K6GDL2,H2NWH2,A0A8I5N0Q0,A0A3Q0DUQ8,A0A7N9CZ65,A0A2K6UDX4,H2QNW0,A0A811ZF57,A0A3Q7Q6G7,A0A8U0V2E2,A0A8M1G6P5,A0A452S8R1,A0A3Q7TJL4,A0A7F8QZI9,A0A8C0LJC2,A0A2U3WXA4,A0A6J1ZPX3,G1LHA0,A0A6G1B591
A0A2K6MIF1,A0A8C5XQG3,A0A2K5EFU2,P62753,A0A2K5RPH9,A0A6J3IGY3,G3R9I2,A0A2K6GDL9,H2NWL2,A0A8I5N0R5,A0A3Q0DUT3,A0A7N9CZ93,A0A2K6UE97,H2QNW6,A0A811ZF68,A0A3Q7Q6H0,A0A8U0V2F8,A0A8M1G6Q8,A0A452S8T3,A0A3Q7TJL6,A0A7F8QZJ2,A0A8C0LJD3,A0A2U3WXB3,A0A6J1ZPY9,G1LHM3,A0A6G1B594
A0A2K6MIF9,A0A8C5XQQ9,A0A2K5EG13,P82673,A0A2K5RPS0,A0A6J3IH28,G3R9L5,A0A2K6GDM3,H2NWU9,A0A8I5N0X2,A0A3Q0DUT5,A0A7N9CZH2,A0A2K6UEA6,H2QNW9,A0A811ZF75,A0A3Q7Q7I5,A0A8U0V2G0,A0A8M1G6W1,A0A452S8Z8,A0A3Q7TJX1,A0A7F8QZN1,A0A8C0LJE1,A0A2U3WXE2,A0A6J1ZQ29,G1LHR0,A0A6G1B598
A0A2K6MIG8,A0A8C5XQV7,A0A2K5EG28,P99999,A0A2K5RPT6,A0A6J3IH87,G3R9Q3,A0A2K6GDR3,H2NWV9,A0A8I5N126,A0A3Q0DV29,A0A7N9CZH3,A0A2K6UEN0,H2QP56,A0A811ZF89,A0A3Q7Q7L8,A0A8U0V2L2,A0A8M1G6X0,A0A452S909,A0A3Q7TK04,A0A7F8QZS0,A0A8C0LJF5,A0A2U3WXI5,A0A6J1ZQ50,G1LHT1,A0A6G1B5A6
A0A2K6MIK2,A0A8C5XR47,A0A2K5EGF2,Q01130,A0A2K5RPW1,A0A6J3IH98,G3RA48,A0A2K6GDV7,H2NWX8,A0A8I5N136,A0A3Q0DVA6,A0A7N9CZM6,A0A2K6UER1,H2QPE2,A0A811ZF95,A0A3Q7Q7M6,A0A8U0V2M7,A0A8M1G6Z7,A0A452S911,A0A3Q7TK09,A0A7F8R017,A0A8C0LJM2,A0A2U3WXJ2,A0A6J1ZQ94,G1LHT9,A0A6G1B5C5
A0A2K6MIL9,A0A8C5XR81,A0A2K5EGX4,Q03113,A0A2K5RPZ1,A0A6J3IHE8,G3RA89,A0A2K6GDW0,H2NX42,A0A8I5N1E7,A0A3Q0DVB4,A0A7N9D088,A0A2K6UER3,H2QPF7,A0A811ZFA0,A0A3Q7Q7N7,A0A8U0V2U0,A0A8M1G714,A0A452S913,A0A3Q7TK11,A0A7F8R044,A0A8C0LJN7,A0A2U3WXM1,A0A6J1ZQB9,G1LI59,A0A6G1B5C8
A0A2K6MIT8,A0A8C5XRC4,A0A2K5EGZ1,Q06055,A0A2K5RQ02,A0A6J3II05,G3RAD1,A0A2K6GDX3,H2NXI5,A0A8I5N1Y4,A0A3Q0DVC8,A0A7N9D090,A0A2K6UER9,H2QPG3,A0A811ZFA2,A0A3Q7Q7U4,A0A8U0V380,A0A8M1G739,A0A452S916,A0A3Q7TK52,A0A7F8R0G3,A0A8C0LJU2,A0A2U3WXR1,A0A6J1ZQI2,G1LI62,A0A6G1B5D8
A0A2K6MIZ8,A0A8C5XRE6,A0A2K5EH63,Q08EI0,A0A2K5RQ04,A0A6J3II42,G3RAD4,A0A2K6GDY1,H2NXR6,A0A8I5N219,A0A3Q0DVE8,A0A7N9D096,A0A2K6UEX8,H2QPI9,A0A811ZFB5,A0A3Q7Q7Y9,A0A8U0V398,A0A8M1G753,A0A452S9C6,A0A3Q7TKM4,A0A7F8R0H2,A0A8C0LK02,A0A2U3WXT8,A0A6J1ZQJ6,G1LIB0,A0A6G1B5E0
A0A2K6MJ18,A0A8C5XRI0,A0A2K5EH77,Q10471,A0A2K5RQ43,A0A6J3II56,G3RAD9,A0A2K6GE02,H2NXT2,A0A8I5N288,A0A3Q0DVF5,A0A7N9D0C3,A0A2K6UF21,H2QPL2,A0A811ZFC5,A0A3Q7Q885,A0A8U0V3D2,A0A8M1G761,A0A452S9F4,A0A3Q7TKP5,A0A7F8R0H9,A0A8C0LK53,A0A2U3WXW3,A0A6J1ZQX1,G1LIF0,A0A6G1B5I4
A0A2K6MJ96,A0A8C5XRT1,A0A2K5EH81,Q12770,A0A2K5RQ56,A0A6J3II63,G3RAG6,A0A2K6GED7,H2NXZ7,A0A8I5N2E2,A0A3Q0DVG0,A0A7N9D0G0,A0A2K6UF35,H2QPR3,A0A811ZFD7,A0A3Q7Q8A0,A0A8U0V3W8,A0A8M1G7B5,A0A452S9G8,A0A3Q7TKW5,A0A7F8R0P0,A0A8C0LK59,A0A2U3WXY9,A0A6J1ZQZ9,G1LIF2,A0A6G1B5J2
A0A2K6MJE7,A0A8C5XS16,A0A2K5EHA3,Q13277,A0A2K5RQE5,A0A6J3II80,G3RAN2,A0A2K6GEH2,H2NY41,A0A8I5N2I7,A0A3Q0DVG5,A0A7N9D0I1,A0A2K6UF51,H2QPS8,A0A811ZFE7,A0A3Q7Q8E2,A0A8U0V3X8,A0A8M1G7F0,A0A452S9Q3,A0A3Q7TKY0,A0A7F8R0T7,A0A8C0LKC5,A0A2U3WY10,A0A6J1ZR23,G1LIK4,A0A6G1B5K6
A0A2K6MJM4,A0A8C5XS23,A0A2K5EHC9,Q13287,A0A2K5RQM1,A0A6J3IIN2,G3RAN4,A0A2K6GEM1,H2NY58,A0A8I5N2Y3,A0A3Q0DVH0,A0A7N9D0M9,A0A2K6UF84,H2QQC9,A0A811ZFK7,A0A3Q7Q8G3,A0A8U0V417,A0A8M1G7I6,A0A452S9S0,A0A3Q7TKY7,A0A7F8R0U4,A0A8C0LKF3,A0A2U3WY48,A0A6J1ZR92,G1LIL2,A0A6G1B5L2
A0A2K6MJQ6,A0A8C5XS42,A0A2K5EHH5,Q13316,A0A2K5RQN6,A0A6J3IJ91,G3RBH7,A0A2K6GEP0,H2NYY5,A0A8I5N2Y4,A0A3Q0DVI8,A0A7N9D0W6,A0A2K6UFH2,H2QQE8,A0A811ZFN4,A0A3Q7Q8T7,A0A8U0V450,A0A8M1G7P2,A0A452S9W4,A0A3Q7TLF1,A0A7F8R123,A0A8C0LKJ7,A0A2U3WY74,A0A6J1ZRA4,G1LIX6,A0A6G1B5M2
A0A2K6MJR3,A0A8C5XS87,A0A2K5EHI4,Q13432,A0A2K5RQS2,A0A6J3IJB0,G3RBP0,A0A2K6GEQ2,H2NZ11,A0A8I5N302,A0A3Q0DVJ7,A0A7N9D123,A0A2K6UFH9,H2QQL6,A0A811ZFZ3,A0A3Q7Q9B3,A0A8U0V4H5,A0A8M1G7X0,A0A452S9Y9,A0A3Q7TLJ7,A0A7F8R1A6,A0A8C0LKM5,A0A2U3WY99,A0A6J1ZRT6,G1LJ30,A0A6G1B5M9
A0A2K6MJS6,A0A8C5XSP2,A0A2K5EHL2,Q13895,A0A2K5RQV6,A0A6J3IJI1,G3RBV1,A0A2K6GER8,H2NZ13,A0A8I5N330,A0A3Q0DVL0,A0A7N9D148,A0A2K6UFK9,H2QQP1,A0A811ZG07,A0A3Q7Q9C4,A0A8U0V4K8,A0A8M1G811,A0A452SA85,A0A3Q7TLS9,A0A7F8R1E3,A0A8C0LKN2,A0A2U3WYG1,A0A6J1ZS49,G1LJ41,A0A6G1B5P2
A0A2K6MK04,A0A8C5XST9,A0A2K5EHL7,Q13950,A0A2K5RQZ9,A0A6J3IJL2,G3RC30,A0A2K6GEV1,H2NZ27,A0A8I5N398,A0A3Q0DVP9,A0A7N9D1U6,A0A2K6UFQ2,H2QQW9,A0A811ZG18,A0A3Q7Q9E4,A0A8U0V4P8,A0A8M1G820,A0A452SAB8,A0A3Q7TLV1,A0A7F8R1G9,A0A8C0LKT1,A0A2U3WYK5,A0A6J1ZS50,G1LJ83,A0A6G1B5R4
A0A2K6MK07,A0A8C5XSX4,A0A2K5EHP3,Q14116,A0A2K5RRB8,A0A6J3IJT9,G3RC34,A0A2K6GF69,H2NZ54,A0A8I5N3C2,A0A3Q0DVQ4,A0A7N9D1V8,A0A2K6UFV8,H2QR23,A0A811ZG23,A0A3Q7Q9G8,A0A8U0V4W0,A0A8M1G854,A0A452SAD7,A0A3Q7TLZ4,A0A7F8R1L0,A0A8C0LKY3,A0A2U3WYM8,A0A6J1ZS54,G1LJB6,A0A6G1B5S0
A0A2K6MK20,A0A8C5XSZ3,A0A2K5EHQ8,Q14593,A0A2K5RRD1,A0A6J3IJU6,G3RCD2,A0A2K6GFB3,H2NZT1,A0A8I5N3S9,A0A3Q0DVR4,A0A7N9D281,A0A2K6UFZ3,H2QR46,A0A811ZG27,A0A3Q7Q9I7,A0A8U0V4W2,A0A8M1G8A8,A0A452SAF0,A0A3Q7TM42,A0A7F8R1R4,A0A8C0LKZ3,A0A2U3WYP0,A0A6J1ZSD4,G1LJE6,A0A6G1B5V0
A0A2K6MKA9,A0A8C5XT15,A0A2K5EHX3,Q14680,A0A2K5RRJ7,A0A6J3IK34,G3RCD4,A0A2K6GFD5,H2P015,A0A8I5N402,A0A3Q0DVR6,A0A7N9D2K0,A0A2K6UG39,H2QRB6,A0A811ZG29,A0A3Q7Q9S1,A0A8U0V537,A0A8M1G8B1,A0A452SAJ6,A0A3Q7TMA8,A0A7F8R205,A0A8C0LL17,A0A2U3WYP9,A0A6J1ZSH1,G1LJF4,A0A6G1B5V1
A0A2K6MKB8,A0A8C5XTA6,A0A2K5EHZ9,Q14781,A0A2K5RRL4,A0A6J3IK61,G3RCD6,A0A2K6GFF6,H2P020,A0A8I5N499,A0A3Q0DVS2,A0A7N9D2V8,A0A2K6UG48,H2QRE2,A0A811ZG47,A0A3Q7Q9V7,A0A8U0V550,A0A8M1G8C3,A0A452SAK5,A0A3Q7TMG1,A0A7F8R209,A0A8C0LL21,A0A2U3WYS7,A0A6J1ZT71,G1LJJ0,A0A6G1B5X1
A0A2K6MKI7,A0A8C5XTF0,A0A2K5EI00,Q14832,A0A2K5RRP8,A0A6J3IKH4,G3RCE4,A0A2K6GFH2,H2P060,A0A8I5N4E4,A0A3Q0DVU6,A0A7N9D329,A0A2K6UG73,H2QRE3,A0A811ZGB9,A0A3Q7Q9W9,A0A8U0V5A6,A0A8M1G8I7,A0A452SAR1,A0A3Q7TMH1,A0A7F8R211,A0A8C0LLG1,A0A2U3WYW0,A0A6J1ZTP8,G1LJQ9,A0A6G1B608
A0A2K6MKI9,A0A8C5XTF9,A0A2K5EI01,Q14865,A0A2K5RRT9,A0A6J3IKK7,G3RCG1,A0A2K6GFQ0,H2P0I0,A0A8I5N4I6,A0A3Q0DW19,A0A7N9D370,A0A2K6UG82,H2QRN0,A0A811ZGG3,A0A3Q7Q9X2,A0A8U0V5E6,A0A8M1G8M0,A0A452SAU2,A0A3Q7TMK8,A0A7F8R2A5,A0A8C0LLJ5,A0A2U3WYZ1,A0A6J1ZUA5,G1LJY0,A0A6G1B614
A0A2K6MKS3,A0A8C5XTJ2,A0A2K5EI03,Q14952,A0A2K5RRY5,A0A6J3IKQ7,G3RCG9,A0A2K6GFT3,H2P0L9,A0A8I5N5B1,A0A3Q0DW20,A0A7N9D3M8,A0A2K6UGA8,H2QS48,A0A811ZGI9,A0A3Q7QA55,A0A8U0V5H9,A0A8M1G8U9,A0A452SAU5,A0A3Q7TML4,A0A7F8R2F4,A0A8C0LLK7,A0A2U3WZ17,A0A6J1ZUB1,G1LK30,A0A6G1B646
A0A2K6MKV4,A0A8C5XTK4,A0A2K5EI27,Q14953,A0A2K5RS14,A0A6J3IKW2,G3RCS2,A0A2K6GFW9,H2P0Q8,A0A8I5N5S0,A0A3Q0DW91,A0A7N9D3Q8,A0A2K6UGE9,H2QS61,A0A811ZGJ7,A0A3Q7QA71,A0A8U0V5L3,A0A8M1G8Y5,A0A452SAX3,A0A3Q7TMP8,A0A7F8R2M3,A0A8C0LLQ2,A0A2U3WZ60,A0A6J1ZUD4,G1LK46,A0A6G1B652
A0A2K6ML34,A0A8C5XTL9,A0A2K5EI69,Q15058,A0A2K5RS80,A0A6J3IKW7,G3RCZ3,A0A2K6GFX1,H2P147,A0A8I5N5W4,A0A3Q0DWB0,A0A7N9D3W7,A0A2K6UGG1,H2QSN2,A0A811ZGK3,A0A3Q7QAD0,A0A8U0V5Q7,A0A8M1G8Z3,A0A452SAZ2,A0A3Q7TMZ9,A0A7F8R2R8,A0A8C0LLQ5,A0A2U3WZ92,A0A6J1ZUE4,G1LK65,A0A6G1B669
A0A2K6ML56,A0A8C5XTQ2,A0A2K5EIL6,Q15125,A0A2K5RS85,A0A6J3IKY1,G3RCZ5,A0A2K6GG28,H2P185,A0A8I5N611,A0A3Q0DWH0,A0A7N9D3X6,A0A2K6UGL5,H2QSU5,A0A811ZGR7,A0A3Q7QB01,A0A8U0V5V9,A0A8M1G8Z9,A0A452SAZ5,A0A3Q7TN54,A0A7F8R2U5,A0A8C0LLT2,A0A2U3WZ93,A0A6J1ZUF4,G1LKB7,A0A6G1B680
A0A2K6ML64,A0A8C5XTT2,A0A2K5EIM7,Q15147,A0A2K5RSQ9,A0A6J3IL12,G3RD19,A0A2K6GG29,H2P1D6,A0A8I5N617,A0A3Q0DWH3,A0A7N9D3Y2,A0A2K6UGS2,H2QSV4,A0A811ZGX7,A0A3Q7QB08,A0A8U0V605,A0A8M1G907,A0A452SB37,A0A3Q7TNA2,A0A7F8R2X0,A0A8C0LLW4,A0A2U3WZE1,A0A6J1ZUI2,G1LKD9,A0A6G1B6A2
A0A2K6MLB3,A0A8C5XTW5,A0A2K5EIP9,Q15517,A0A2K5RSU6,A0A6J3IL91,G3RD58,A0A2K6GG51,H2P1F9,A0A8I5N6R9,A0A3Q0DWH9,A0A7N9D3Z3,A0A2K6UGU2,H2QSY4,A0A811ZGZ0,A0A3Q7QB14,A0A8U0V619,A0A8M1G916,A0A452SB87,A0A3Q7TND2,A0A7F8R2X6,A0A8C0LLW7,A0A2U3WZF3,A0A6J1ZV16,G1LKH1,A0A6G1B6C3
A0A2K6MLD2,A0A8C5XUP5,A0A2K5EIW9,Q15560,A0A2K5RSW7,A0A6J3ILE5,G3RD87,A0A2K6GG60,H2P1Q9,A0A8I5N6Z9,A0A3Q0DWL9,A0A7N9D437,A0A2K6UH47,H2QSZ7,A0A811ZGZ2,A0A3Q7QBE5,A0A8U0V624,A0A8M1G987,A0A452SBF1,A0A3Q7TNJ2,A0A7F8R316,A0A8C0LM20,A0A2U3WZH0,A0A6J1ZV41,G1LKL3,A0A6G1B6D6
A0A2K6MLG2,A0A8C5XUW1,A0A2K5EJ42,Q15906,A0A2K5RSX3,A0A6J3ILF1,G3RE42,A0A2K6GG71,H2P1Z6,A0A8I5N7L0,A0A3Q0DWN1,A0A7N9D464,A0A2K6UH52,H2QT03,A0A811ZH78,A0A3Q7QBF6,A0A8U0V651,A0A8M1G9E0,A0A452SBF6,A0A3Q7TNR8,A0A7F8R369,A0A8C0LM56,A0A2U3WZM3,A0A6J1ZVS3,G1LKL8,A0A6G1B6E0
A0A2K6MLS9,A0A8C5XUY3,A0A2K5EJ98,Q16186,A0A2K5RT48,A0A6J3ILP9,G3RE69,A0A2K6GG75,H2P2D3,A0A8I5N7M2,A0A3Q0DWR1,A0A7N9D4B7,A0A2K6UH58,H2QT61,A0A811ZH89,A0A3Q7QBI4,A0A8U0V6A7,A0A8M1G9E3,A0A452SBL0,A0A3Q7TNS8,A0A7F8R3F0,A0A8C0LM78,A0A2U3WZP4,A0A6J1ZVY8,G1LKS6,A0A6G1B6F5
A0A2K6MM31,A0A8C5XV31,A0A2K5EJA5,Q16553,A0A2K5RT88,A0A6J3ILV3,G3RE86,A0A2K6GG86,H2P2R1,A0A8I5N7R5,A0A3Q0DWT0,A0A7N9D4D1,A0A2K6UH61,H2QTA1,A0A811ZH93,A0A3Q7QBI6,A0A8U0V6B5,A0A8M1G9G7,A0A452SBU9,A0A3Q7TNV4,A0A7F8R3I2,A0A8C0LM85,A0A2U3WZS3,A0A6J1ZW28,G1LKU0,A0A6G1B6I5
A0A2K6MM97,A0A8C5XV89,A0A2K5EJI8,Q16585,A0A2K5RTF3,A0A6J3IM34,G3REB6,A0A2K6GGC1,H2P387,A0A8I5N7R8,A0A3Q0DWT9,A0A7N9D4I3,A0A2K6UH69,H2QTF1,A0A811ZHB4,A0A3Q7QBL9,A0A8U0V6C7,A0A8M1G9L2,A0A452SBX4,A0A3Q7TNZ5,A0A7F8R3J6,A0A8C0LMD4,A0A2U3WZT2,A0A6J1ZW48,G1LLD4,A0A6G1B6J7
A0A2K6MMA0,A0A8C5XV92,A0A2K5EJJ8,Q16633,A0A2K5RTN0,A0A6J3IM48,G3REG1,A0A2K6GGL1,H2P3A3,A0A8I5N839,A0A3Q0DWV4,A0A7N9D4J7,A0A2K6UHE1,H2QTU3,A0A811ZHF2,A0A3Q7QBN7,A0A8U0V6W9,A0A8M1G9M7,A0A452SBX6,A0A3Q7TP76,A0A7F8R3N6,A0A8C0LMD9,A0A2U3WZT5,A0A6J1ZWA3,G1LLJ5,A0A6G1B6L7
A0A2K6MMC6,A0A8C5XVA5,A0A2K5EJN3,Q16849,A0A2K5RTT8,A0A6J3IMC0,G3REH5,A0A2K6GGQ1,H2P3A9,A0A8I5N8D3,A0A3Q0DWW0,A0A7N9D4J9,A0A2K6UHJ5,H2QTX8,A0A811ZHF7,A0A3Q7QBU7,A0A8U0V7A7,A0A8M1G9N1,A0A452SBZ3,A0A3Q7TPM3,A0A7F8R3S6,A0A8C0LME3,A0A2U3WZU2,A0A6J1ZWA4,G1LLM2,A0A6G1B6R2
A0A2K6MMF3,A0A8C5XVA8,A0A2K5EJU4,Q2M1Z3,A0A2K5RTW4,A0A6J3IMJ2,G3REJ1,A0A2K6GGT1,H2P3E7,A0A8I5N8H9,A0A3Q0DX37,A0A7N9D4S2,A0A2K6UHP0,H2QU50,A0A811ZHG9,A0A3Q7QBV8,A0A8U0V7C2,A0A8M1GA29,A0A452SC28,A0A3Q7TPQ4,A0A7F8R4D1,A0A8C0LMF7,A0A2U3WZU5,A0A6J1ZWM1,G1LLP4,A0A6G1B6R9
A0A2K6MMM8,A0A8C5XVE5,A0A2K5EK51,Q2QD12,A0A2K5RU57,A0A6J3IMT9,G3REK4,A0A2K6GGU9,H2P3I1,A0A8I5N8M8,A0A3Q0DX58,A0A7N9D4Y4,A0A2K6UHQ9,H2QU55,A0A811ZHR3,A0A3Q7QBW5,A0A8U0V7C5,A0A8M1GA46,A0A452SC29,A0A3Q7TPS9,A0A7F8R4F4,A0A8C0LMH2,A0A2U3WZW3,A0A6J1ZWN0,G1LLQ5,A0A6G1B6T4
A0A2K6MMZ1,A0A8C5XVF9,A0A2K5EK66,Q2VWP7,A0A2K5RU91,A0A6J3IMU2,G3REP5,A0A2K6GGV0,H2P3J1,A0A8I5N8P8,A0A3Q0DX62,A0A7N9D521,A0A2K6UHR7,H2QUE6,A0A811ZHU8,A0A3Q7QC81,A0A8U0V7E0,A0A8M1GA79,A0A452SC45,A0A3Q7TPX2,A0A7F8R4J0,A0A8C0LMJ7,A0A2U3WZY7,A0A6J1ZWS0,G1LM21,A0A6G1B6U0
A0A2K6MN15,A0A8C5XVH0,A0A2K5EKD0,Q3B726,A0A2K5RUC5,A0A6J3INA5,G3RER6,A0A2K6GGW2,H2P3K5,A0A8I5N8R8,A0A3Q0DXB0,A0A7N9D523,A0A2K6UHR9,H2QUH8,A0A811ZHW0,A0A3Q7QCE7,A0A8U0V7G5,A0A8M1GAG3,A0A452SC53,A0A3Q7TQH5,A0A7F8R4W3,A0A8C0LMJ9,A0A2U3WZY8,A0A6J1ZWU0,G1LM37,A0A6G1B6V8
A0A2K6MN28,A0A8C5XVL8,A0A2K5EKH4,Q3BDU3,A0A2K5RUD5,A0A6J3INK7,G3RES8,A0A2K6GH13,H2P3Q8,A0A8I5N8S4,A0A3Q0DXE7,A0A7N9D589,A0A2K6UHZ1,H2QUI0,A0A811ZHZ0,A0A3Q7QCF6,A0A8U0V7L1,A0A8M1GAI0,A0A452SCD1,A0A3Q7TQI1,A0A7F8R532,A0A8C0LMK6,A0A2U3X035,A0A6J1ZWU4,G1LMQ5,A0A6G1B6V9
A0A2K6MN90,A0A8C5XVP1,A0A2K5EKU7,Q3SXM5,A0A2K5RUI3,A0A6J3INL6,G3REV2,A0A2K6GH14,H2P3Z1,A0A8I5N8T4,A0A3Q0DXF1,A0A7N9D5C2,A0A2K6UHZ3,H2QUL0,A0A811ZI32,A0A3Q7QCG8,A0A8U0V819,A0A8M1GAJ8,A0A452SCF0,A0A3Q7TQJ2,A0A7F8R595,A0A8C0LMK9,A0A2U3X064,A0A6J1ZWV4,G1LMT1,A0A6G1B6W4
A0A2K6MNF2,A0A8C5XVZ7,A0A2K5EL82,Q3YBR2,A0A2K5RUJ9,A0A6J3INP1,G3RFA1,A0A2K6GH17,H2P453,A0A8I5N8Z2,A0A3Q0DXN0,A0A7N9D5T3,A0A2K6UI61,H2QUQ5,A0A811ZI83,A0A3Q7QCM8,A0A8U0V828,A0A8M1GAR1,A0A452SCG7,A0A3Q7TQM2,A0A7F8R5E6,A0A8C0LMM0,A0A2U3X0C8,A0A6J1ZX68,G1LN51,A0A6G1B6X9
A0A2K6MNH3,A0A8C5XW72,A0A2K5ELD8,Q53GA4,A0A2K5RUS4,A0A6J3IP43,G3RFG8,A0A2K6GH32,H2P4D4,A0A8I5N8Z3,A0A3Q0DXN8,A0A7N9D654,A0A2K6UI95,H2QUT7,A0A811ZIC7,A0A3Q7QCN3,A0A8U0V845,A0A8M1GAS8,A0A452SCH3,A0A3Q7TQV6,A0A7F8R5E7,A0A8C0LMR0,A0A2U3X0F1,A0A6J1ZX94,G1LNF1,A0A6G1B6Y5
A0A2K6MNJ1,A0A8C5XW99,A0A2K5ELI1,Q5BKX8,A0A2K5RUV7,A0A6J3IP52,G3RFL6,A0A2K6GH83,H2P4J4,A0A8I5N936,A0A3Q0DXU3,A0A7N9D6C8,A0A2K6UI99,H2QUW7,A0A811ZIG5,A0A3Q7QCR5,A0A8U0V861,A0A8M1GB26,A0A452SCH9,A0A3Q7TQY8,A0A7F8R5G8,A0A8C0LMR1,A0A2U3X0F2,A0A6J1ZXF5,G1LNY6,A0A6G1B6Z8
A0A2K6MNZ6,A0A8C5XWC1,A0A2K5ELJ1,Q5GAN4,A0A2K5RUZ6,A0A6J3IP77,G3RFR0,A0A2K6GHB0,H2P4J6,A0A8I5N954,A0A3Q0DXW7,A0A7N9D6F5,A0A2K6UIB1,H2QV29,A0A811ZIJ6,A0A3Q7QCS0,A0A8U0V867,A0A8M1GB31,A0A452SCP4,A0A3Q7TR29,A0A7F8R5K5,A0A8C0LN01,A0A2U3X0L4,A0A6J1ZXF6,G1LP64,A0A6G1B733
A0A2K6MP09,A0A8C5XWD4,A0A2K5ELU0,Q5JRS0,A0A2K5RV08,A0A6J3IP99,G3RFR1,A0A2K6GHD8,H2P4N1,A0A8I5N9A1,A0A3Q0DY28,A0A7N9D6I4,A0A2K6UID8,H2QV73,A0A811ZIK2,A0A3Q7QCS7,A0A8U0V877,A0A8M1GBA1,A0A452SCS1,A0A3Q7TR64,A0A7F8R5W5,A0A8C0LN65,A0A2U3X0P3,A0A6J1ZXJ0,G1LP81,A0A6G1B734
A0A2K6MP37,A0A8C5XWF5,A0A2K5ELV3,Q5JSD1,A0A2K5RV09,A0A6J3IPH0,G3RFX7,A0A2K6GHJ3,H2P4R0,A0A8I5N9C8,A0A3Q0DYA4,A0A7N9D6L7,A0A2K6UIK3,H2QV76,A0A811ZIN1,A0A3Q7QCZ7,A0A8U0V889,A0A8M1GBE8,A0A452SCT7,A0A3Q7TR83,A0A7F8R5Y9,A0A8C0LN70,A0A2U3X0S5,A0A6J1ZXL6,G1LPD5,A0A6G1B758
A0A2K6MP74,A0A8C5XWM6,A0A2K5EM19,Q5JWB9,A0A2K5RVD4,A0A6J3IPS0,G3RFY1,A0A2K6GHN4,H2P4S8,A0A8I5N9G6,A0A3Q0DYE3,A0A7N9D6R9,A0A2K6UIU9,H2QVF8,A0A811ZIN4,A0A3Q7QD27,A0A8U0V8N3,A0A8M1GBM4,A0A452SCZ7,A0A3Q7TR84,A0A7F8R626,A0A8C0LN79,A0A2U3X0S7,A0A6J1ZY10,G1LPZ1,A0A6G1B764
A0A2K6MPK7,A0A8C5XWN2,A0A2K5EM20,Q5JX58,A0A2K5RVK3,A0A6J3IPU0,G3RG00,A0A2K6GHQ4,H2P534,A0A8I5NA53,A0A3Q0DYQ4,A0A7N9D6S4,A0A2K6UIW2,H2QVI6,A0A811ZIS3,A0A3Q7QD49,A0A8U0V960,A0A8M1GBP4,A0A452SD04,A0A3Q7TRI6,A0A7F8R663,A0A8C0LNK7,A0A2U3X0W4,A0A6J1ZY21,G1LQE3,A0A6G1B766
A0A2K6MPR1,A0A8C5XWS6,A0A2K5EM56,Q5QPE5,A0A2K5RVM1,A0A6J3IQ16,G3RG61,A0A2K6GHR1,H2P5N0,A0A8I5NAJ9,A0A3Q0DYT3,A0A7N9D6T9,A0A2K6UJ05,H2QVI9,A0A811ZIT1,A0A3Q7QD78,A0A8U0V9C7,A0A8M1GBQ6,A0A452SD09,A0A3Q7TRL3,A0A7F8R669,A0A8C0LNM4,A0A2U3X109,A0A6J1ZY46,G1LQF8,A0A6G1B782
A0A2K6MPU0,A0A8C5XXA7,A0A2K5EM60,Q5QPJ4,A0A2K5RVM2,A0A6J3IQB4,G3RG74,A0A2K6GHY7,H2P5S3,A0A8I5NAK8,A0A3Q0DYT6,A0A7N9D6Y6,A0A2K6UJ52,H2QVL1,A0A811ZJC1,A0A3Q7QDK4,A0A8U0VAK8,A0A8M1GC05,A0A452SD16,A0A3Q7TRW8,A0A7F8R6E9,A0A8C0LNS1,A0A2U3X173,A0A6J1ZYC8,G1LQP4,A0A6G1B790
A0A2K6MQ32,A0A8C5XXC2,A0A2K5EM74,Q5SPM2,A0A2K5RVP0,A0A6J3IQF2,G3RGC5,A0A2K6GI96,H2P5S7,A0A8I5NAQ0,A0A3Q0DZ48,A0A7N9D6Z3,A0A2K6UJ81,H2QVX9,A0A811ZJD2,A0A3Q7QE03,A0A8U0VAL1,A0A8M1GC42,A0A452SDF4,A0A3Q7TSK4,A0A7F8R6M3,A0A8C0LNW9,A0A2U3X1A6,A0A6J1ZYE2,G1LQW6,A0A6G1B794
A0A2K6MQ66,A0A8C5XXF0,A0A2K5EMI7,Q5SPY9,A0A2K5RVR7,A0A6J3IQL4,G3RGH3,A0A2K6GIF5,H2P5X2,A0A8I5NB46,A0A3Q0DZ79,A0A7N9D784,A0A2K6UJ82,H2QVY8,A0A811ZJF1,A0A3Q7QE92,A0A8U0VB05,A0A8M1GC43,A0A452SDH6,A0A3Q7TSV3,A0A7F8R6Q8,A0A8C0LP25,A0A2U3X1B5,A0A6J1ZYI7,G1LR65,A0A6G1B7A6
